state,town,count
Illinois,Addison,1
Illinois,Algonquin,1
Illinois,Alton,3
Illinois,Antioch,1
Illinois,Arlington Heights,1
Illinois,Aurora,4
Illinois,Barrington,1
Illinois,Bartlett,2
Illinois,Bartonville,1
Illinois,Batavia,1
Illinois,Beach Park,1
Illinois,Beecher,1
Illinois,Belleville,4
Illinois,Bensenville,1
Illinois,Benton,1
Illinois,Bethalto,1
Illinois,Bloomingdale,1
Illinois,Bloomington,2
Illinois,Bolingbrook,2
Illinois,Bourbonnais,1
Illinois,Braidwood,1
Illinois,Bridgeview,1
Illinois,Broadview,1
Illinois,Brookfield,2
Illinois,Buffalo Grove,1
Illinois,Cahokia,1
Illinois,Calumet City,1
Illinois,Canton,1
Illinois,Carbondale,2
Illinois,Carlyle,1
Illinois,Carmi,1
Illinois,Carol Stream,1
Illinois,Cary,1
Illinois,Centralia,2
Illinois,Champaign,4
Illinois,Charleston,1
Illinois,Chicago,70
Illinois,Chicago Heights,1
Illinois,Chillicothe,1
Illinois,Cicero,2
Illinois,Clinton,1
Illinois,Coal City,1
Illinois,Collinsville,2
Illinois,Columbia,1
Illinois,Crestwood,1
Illinois,Crystal Lake,3
Illinois,Danville,1
Illinois,Darien,1
Illinois,Decatur,4
Illinois,Dekalb,2
Illinois,Downers Grove,2
Illinois,Dwight,1
Illinois,East Peoria,3
Illinois,Edwardsville,2
Illinois,Elgin,2
Illinois,Elmhurst,1
Illinois,El Paso,1
Illinois,Eureka,1
Illinois,Evanston,5
Illinois,Evergreen Park,1
Illinois,Fairbury,1
Illinois,Fairfield,1
Illinois,Fairview Heights,2
Illinois,Flora,1
Illinois,Flossmoor,1
Illinois,Forest Park,1
Illinois,Franklin Park,1
Illinois,Freeport,2
Illinois,Galesburg,1
Illinois,Geneva,1
Illinois,Gilman,1
Illinois,Glendale Heights,2
Illinois,Glen Ellyn,1
Illinois,Glenview,1
Illinois,Godfrey,1
Illinois,Granite City,2
Illinois,Greenville,1
Illinois,Gurnee,1
Illinois,Harrisburg,1
Illinois,Havana,1
Illinois,Henry,1
Illinois,Herscher,1
Illinois,Hickory Hills,1
Illinois,Highland,1
Illinois,Highland Park,3
Illinois,Hillsboro,1
Illinois,Hillside,2
Illinois,Hodgkins,1
Illinois,Hoffman Estates,1
Illinois,Homewood,1
Illinois,Hoopeston,1
Illinois,Jacksonville,1
Illinois,Jerseyville,1
Illinois,Joliet,4
Illinois,Kankakee,1
Illinois,Kewanee,1
Illinois,Lacon,1
Illinois,Lake Bluff,1
Illinois,Lake Forest,1
Illinois,Lake In The Hills,1
Illinois,Lake Zurich,1
Illinois,Lawrenceville,1
Illinois,Lemont,2
Illinois,Lincoln,1
Illinois,Lincolnwood,1
Illinois,Lindenhurst,1
Illinois,Lockport,1
Illinois,Lombard,3
Illinois,Long Grove,1
Illinois,Loves Park,1
Illinois,Machesney Park,2
Illinois,Macomb,1
Illinois,Mahomet,1
Illinois,Manteno,1
Illinois,Marion,1
Illinois,Mattoon,1
Illinois,Mchenry,1
Illinois,Melrose Park,1
Illinois,Mendota,1
Illinois,Metamora,1
Illinois,Midlothian,1
Illinois,Milan,1
Illinois,Mokena,2
Illinois,Moline,2
Illinois,Momence,1
Illinois,Morton,1
Illinois,Morton Grove,1
Illinois,Mount Carmel,1
Illinois,Mount Prospect,1
Illinois,Mount Vernon,1
Illinois,Mundelein,3
Illinois,Naperville,3
Illinois,New Lenox,3
Illinois,Newton,1
Illinois,Niles,4
Illinois,Normal,2
Illinois,Norridge,1
Illinois,North Aurora,1
Illinois,Northbrook,3
Illinois,North Riverside,1
Illinois,fallon,2
Illinois,Oak Forest,1
Illinois,Oak Lawn,1
Illinois,Oak Park,3
Illinois,Olney,1
Illinois,Olympia Fields,1
Illinois,Orland Park,3
Illinois,Oswego,1
Illinois,Ottawa,1
Illinois,Palatine,2
Illinois,Palos Heights,1
Illinois,Paris,1
Illinois,Park Forest,1
Illinois,Park Ridge,1
Illinois,Pekin,1
Illinois,Peoria,7
Illinois,Peoria Heights,1
Illinois,Peotone,1
Illinois,Peru,2
Illinois,Plainfield,2
Illinois,Pontiac,1
Illinois,Quincy,1
Illinois,Rantoul,1
Illinois,Riverdale,1
Illinois,River Forest,1
Illinois,Rockford,8
Illinois,Rock Island,1
Illinois,Rolling Meadows,1
Illinois,Roscoe,1
Illinois,Rosemont,1
Illinois,Round Lake,1
Illinois,Salem,1
Illinois,Savoy,2
Illinois,Schaumburg,4
Illinois,Shelbyville,1
Illinois,Shiloh,1
Illinois,Shorewood,2
Illinois,Skokie,3
Illinois,South Elgin,2
Illinois,Springfield,9
Illinois,Staunton,1
Illinois,St Charles,2
Illinois,Sterling,1
Illinois,Streamwood,2
Illinois,Sullivan,1
Illinois,Swansea,2
Illinois,Taylorville,1
Illinois,Third Lake,1
Illinois,Tinley Park,3
Illinois,Urbana,2
Illinois,Vernon Hills,1
Illinois,Villa Park,1
Illinois,Warrenville,1
Illinois,Washington,1
Illinois,Waterloo,1
Illinois,Watseka,1
Illinois,Waukegan,3
Illinois,West Frankfort,1
Illinois,Westville,1
Illinois,Wheaton,3
Illinois,Wheeling,1
Illinois,Willowbrook,1
Illinois,Wilmette,1
Illinois,Wilmington,1
Illinois,Wood Dale,1
Illinois,Woodridge,2
Illinois,Wood River,1
Illinois,Worth,1
Illinois,Yorkville,1
Illinois,Zion,1
Indiana,Alexandria,1
Indiana,Anderson,4
Indiana,Angola,1
Indiana,Attica,1
Indiana,Auburn,1
Indiana,Aurora,1
Indiana,Avon,3
Indiana,Bargersville,1
Indiana,Batesville,1
Indiana,Bedford,1
Indiana,Beech Grove,1
Indiana,Berne,1
Indiana,Bloomfield,1
Indiana,Bloomington,8
Indiana,Bluffton,1
Indiana,Boonville,1
Indiana,Brazil,1
Indiana,Bremen,1
Indiana,Brookville,1
Indiana,Brownsburg,1
Indiana,Brownstown,1
Indiana,Butler,1
Indiana,Cambridge City,1
Indiana,Carmel,7
Indiana,Cedar Lake,1
Indiana,Chesterton,1
Indiana,Churubusco,1
Indiana,Cicero,1
Indiana,Clarksville,2
Indiana,Clinton,1
Indiana,Columbia City,1
Indiana,Columbus,3
Indiana,Connersville,1
Indiana,Corydon,1
Indiana,Covington,1
Indiana,Crawfordsville,1
Indiana,Crownpoint,1
Indiana,Crown Point,2
Indiana,Culver,1
Indiana,Danville,1
Indiana,Decatur,1
Indiana,Delphi,1
Indiana,Demotte,2
Indiana,Dunkirk,1
Indiana,Dyer,1
Indiana,East Chicago,1
Indiana,Edinburgh,1
Indiana,Elkhart,4
Indiana,Elwood,1
Indiana,English,1
Indiana,Evansville,18
Indiana,Ferdinand,1
Indiana,Fishers,6
Indiana,Fortville,1
Indiana,Fort Wayne,14
Indiana,Frankfort,1
Indiana,Franklin,1
Indiana,Gary,1
Indiana,Gas City,1
Indiana,Goshen,2
Indiana,Granger,3
Indiana,Greencastle,1
Indiana,Greenfield,1
Indiana,Greensburg,1
Indiana,Greenwood,4
Indiana,Griffith,1
Indiana,Hammond,1
Indiana,Hanover,1
Indiana,Hartford City,1
Indiana,Highland,3
Indiana,Hobart,2
Indiana,Huntingburg,1
Indiana,Huntington,1
Indiana,Indianapolis,55
Indiana,Jasper,1
Indiana,Jeffersonville,1
Indiana,Kendallville,1
Indiana,Kentland,1
Indiana,Knightstown,1
Indiana,Knox,1
Indiana,Kokomo,5
Indiana,Lafayette,6
Indiana,Lagrange,1
Indiana,Laporte,1
Indiana,Lawrenceburg,1
Indiana,Lebanon,1
Indiana,Leo cedarville,1
Indiana,Liberty,1
Indiana,Ligonier,1
Indiana,Linton,1
Indiana,Logansport,2
Indiana,Loogootee,1
Indiana,Madison,1
Indiana,Marion,2
Indiana,Martinsville,1
Indiana,Mccordsville,1
Indiana,Merrillville,3
Indiana,Michigan City,3
Indiana,Middlebury,1
Indiana,Middletown,1
Indiana,Mishawaka,2
Indiana,Mitchell,1
Indiana,Monticello,1
Indiana,Mooresville,1
Indiana,Mount Vernon,1
Indiana,Muncie,5
Indiana,Munster,2
Indiana,Nappanee,1
Indiana,Nashville,1
Indiana,New Albany,2
Indiana,Newburgh,2
Indiana,New Carlisle,1
Indiana,New Castle,1
Indiana,New Haven,1
Indiana,New Palestine,1
Indiana,Noblesville,6
Indiana,North Judson,1
Indiana,North Manchester,1
Indiana,North Vernon,1
Indiana,North Webster,1
Indiana,Oaklandon,1
Indiana,Paoli,1
Indiana,Pendleton,1
Indiana,Peru,1
Indiana,Petersburg,1
Indiana,Plainfield,2
Indiana,Plymouth,1
Indiana,Portage,1
Indiana,Portland,1
Indiana,Princeton,1
Indiana,Rensselaer,1
Indiana,Richmond,3
Indiana,Rochester,1
Indiana,Rockville,1
Indiana,Rossville,1
Indiana,Rushville,1
Indiana,Salem,1
Indiana,Schereville,1
Indiana,Scottsburg,1
Indiana,Sellersburg,1
Indiana,Seymour,1
Indiana,Shelbyville,1
Indiana,South Bend,7
Indiana,Spencer,1
Indiana,St John,1
Indiana,Sullivan,1
Indiana,Syracuse,1
Indiana,Tell City,1
Indiana,Terre Haute,5
Indiana,Tipton,1
Indiana,Trafalgar,1
Indiana,Valparaiso,4
Indiana,Versailles,1
Indiana,Vevay,1
Indiana,Vincennes,1
Indiana,Wabash,1
Indiana,Walkerton,1
Indiana,Warsaw,1
Indiana,Washington,1
Indiana,West Baden,1
Indiana,Westfield,3
Indiana,West Lafayette,2
Indiana,Whiteland,1
Indiana,Whiting,1
Indiana,Winamac,1
Indiana,Winchester,1
Indiana,Zionsville,2
Kansas,Atchison,1
Kansas,Derby,1
Kansas,Emporia,1
Kansas,Gardner,1
Kansas,Junction City,1
Kansas,Kansas City,6
Kansas,Lawrence,3
Kansas,Leavenworth,1
Kansas,Leawood,2
Kansas,Lenexa,2
Kansas,Manhattan,1
Kansas,Mission,2
Kansas,Olathe,5
Kansas,Overland Park,11
Kansas,Prairie Village,1
Kansas,Roeland Park,1
Kansas,Salina,1
Kansas,Shawnee,4
Kansas,Topeka,2
Kansas,Wichita,7
Kentucky,Ashland,1
Kentucky,Benton,1
Kentucky,Bowling Green,3
Kentucky,Campbellsville,1
Kentucky,Columbia,1
Kentucky,Covington,1
Kentucky,Crestwood,1
Kentucky,Danville,1
Kentucky,Elizabethtown,1
Kentucky,Eminence,1
Kentucky,Erlanger,2
Kentucky,Falmouth,1
Kentucky,Flatwoods,1
Kentucky,Florence,3
Kentucky,Frankfort,2
Kentucky,Franklin,1
Kentucky,Georgetown,1
Kentucky,Harlan,1
Kentucky,Harrodsburg,1
Kentucky,Hazard,2
Kentucky,Jeffersontown,1
Kentucky,Latonia,1
Kentucky,Lexington,5
Kentucky,Liberty,1
Kentucky,London,1
Kentucky,Louisville,22
Kentucky,Madisonville,1
Kentucky,Marion,1
Kentucky,Mayfield,1
Kentucky,Mount Sterling,1
Kentucky,Murray,1
Kentucky,Newport,1
Kentucky,Nicholasville,1
Kentucky,Owensboro,3
Kentucky,Paducah,3
Kentucky,Paris,1
Kentucky,Princeton,1
Kentucky,Providence,1
Kentucky,Richmond,1
Kentucky,Shelbyville,1
Kentucky,Shepherdsville,1
Kentucky,Somerset,1
Kentucky,South Williamson,1
Kentucky,Versailles,1
Kentucky,Winchester,1
Louisiana,Abbeville,1
Louisiana,Alexandria,2
Louisiana,Avondale,1
Louisiana,Baker,1
Louisiana,Baton Rogue,1
Louisiana,Baton Rouge,15
Louisiana,Bogalusa,1
Louisiana,Bossier City,4
Louisiana,Broussard,1
Louisiana,Central,1
Louisiana,Chalmette,1
Louisiana,Covington,5
Louisiana,Cuttoff,1
Louisiana,Denham Springs,1
Louisiana,Destrehan,1
Louisiana,Donaldsonville,1
Louisiana,Franklinton,1
Louisiana,Gonzales,1
Louisiana,Hammond,2
Louisiana,Harvey,2
Louisiana,Haughton,1
Louisiana,Houma,4
Louisiana,Jennings,1
Louisiana,Kaplan,1
Louisiana,Kenner,3
Louisiana,Lafayette,11
Louisiana,Lake Charles,4
Louisiana,La Place,1
Louisiana,Leesville,1
Louisiana,Luling,1
Louisiana,Mandeville,3
Louisiana,Marksville,1
Louisiana,Marrero,2
Louisiana,Metairie,7
Louisiana,Metarie,1
Louisiana,Minden,1
Louisiana,Monroe,3
Louisiana,Morgan City,1
Louisiana,New Iberia,1
Louisiana,New Orleans,13
Louisiana,Opelousas,1
Louisiana,Pineville,1
Louisiana,Plaquemine,1
Louisiana,Ponchatoula,1
Louisiana,Prairieville,1
Louisiana,Raceland,1
Louisiana,River Ridge,1
Louisiana,Saint Martinville,1
Louisiana,Shreveport,9
Louisiana,Slidell,3
Louisiana,Sulphur,1
Louisiana,Terrytown,2
Louisiana,Thibodaux,1
Louisiana,Walker,1
Louisiana,West Monroe,2
Louisiana,Westwego,1
Louisiana,Youngsville,1
Louisiana,Zachary,1
Massachusetts,Abington,1
Massachusetts,Acton,2
Massachusetts,Agawam,2
Massachusetts,Allston,2
Massachusetts,Amesbury,1
Massachusetts,Amherst,2
Massachusetts,Andover,1
Massachusetts,Arlington,2
Massachusetts,Ashland,2
Massachusetts,Athol,1
Massachusetts,Attleboro,2
Massachusetts,Auburn,1
Massachusetts,Bedford,1
Massachusetts,Belchertown,1
Massachusetts,Bellingham,1
Massachusetts,Belmont,2
Massachusetts,Beverly,2
Massachusetts,Billerica,1
Massachusetts,Blackstone,1
Massachusetts,Boston,27
Massachusetts,Bourne,1
Massachusetts,Braintree,4
Massachusetts,Bridgewater,1
Massachusetts,Brighton,3
Massachusetts,Brockton,7
Massachusetts,Brookline,3
Massachusetts,Burlington,2
Massachusetts,Cambridge,6
Massachusetts,Canton,1
Massachusetts,Carver,1
Massachusetts,Charlestown,1
Massachusetts,Charlton,1
Massachusetts,Chatham,1
Massachusetts,Chelmsford,1
Massachusetts,Chelsea,2
Massachusetts,Chestnut Hill,1
Massachusetts,Chicopee,3
Massachusetts,Clinton,1
Massachusetts,Cohasset,1
Massachusetts,Concord,1
Massachusetts,Danvers,4
Massachusetts,Dedham,3
Massachusetts,Dorchester,6
Massachusetts,Dracut,2
Massachusetts,East Boston,2
Massachusetts,East Bridgewater,1
Massachusetts,East Falmouth,1
Massachusetts,Easthampton,1
Massachusetts,East Longmeadow,1
Massachusetts,Easton,3
Massachusetts,Everett,1
Massachusetts,Fairhaven,1
Massachusetts,Fall River,4
Massachusetts,Falmouth,1
Massachusetts,Fitchburg,2
Massachusetts,Foxboro,2
Massachusetts,Framingham,5
Massachusetts,Franklin,2
Massachusetts,Gardner,1
Massachusetts,Georgetown,1
Massachusetts,Gloucester,2
Massachusetts,Grafton,1
Massachusetts,Granby,1
Massachusetts,Great Barrington,1
Massachusetts,Greenfield,1
Massachusetts,Groton,1
Massachusetts,Hadley,1
Massachusetts,Hamilton,1
Massachusetts,Hanover,2
Massachusetts,Hanson,1
Massachusetts,Harwich,1
Massachusetts,Harwichport,1
Massachusetts,Haverhill,5
Massachusetts,Hingham,3
Massachusetts,Holbrook,2
Massachusetts,Holden,1
Massachusetts,Holliston,1
Massachusetts,Holyoke,3
Massachusetts,Hopkinton,1
Massachusetts,Hudson,1
Massachusetts,Hyannis,4
Massachusetts,Hyde Park,1
Massachusetts,Ipswich,1
Massachusetts,Jamaica Plain,2
Massachusetts,Kingston,2
Massachusetts,Lakeville,1
Massachusetts,Lanesborough,1
Massachusetts,Lawrence,2
Massachusetts,Lenox,1
Massachusetts,Leominster,4
Massachusetts,Lexington,1
Massachusetts,Littleton,1
Massachusetts,Longmeadow,2
Massachusetts,Lowell,5
Massachusetts,Lower Mills,1
Massachusetts,Ludlow,1
Massachusetts,Lunenburg,1
Massachusetts,Lynn,4
Massachusetts,Malden,3
Massachusetts,Mansfield,1
Massachusetts,Marblehead,1
Massachusetts,Marlboro,1
Massachusetts,Marlborough,2
Massachusetts,Marshfield,1
Massachusetts,Marstons Mills,1
Massachusetts,Mashpee,1
Massachusetts,Mattapan,1
Massachusetts,Maynard,1
Massachusetts,Medfield,1
Massachusetts,Medford,4
Massachusetts,Medway,1
Massachusetts,Melrose,2
Massachusetts,Methuen,3
Massachusetts,Middleboro,1
Massachusetts,Middleton,1
Massachusetts,Milford,3
Massachusetts,Millbury,2
Massachusetts,Millis,1
Massachusetts,Milton,1
Massachusetts,Natick,1
Massachusetts,Needham,2
Massachusetts,New Bedford,4
Massachusetts,Newburyport,2
Massachusetts,Newton,2
Massachusetts,Newtonville,1
Massachusetts,North Adams,1
Massachusetts,Northampton,2
Massachusetts,North Andover,2
Massachusetts,North Attleboro,2
Massachusetts,North Billerica,1
Massachusetts,Northborough,1
Massachusetts,North Dartmouth,1
Massachusetts,North Reading,1
Massachusetts,Norton,1
Massachusetts,Norwell,1
Massachusetts,Norwood,1
Massachusetts,Orleans,2
Massachusetts,Oxford,1
Massachusetts,Palmer,1
Massachusetts,Peabody,5
Massachusetts,Pembroke,1
Massachusetts,Pittsfield,1
Massachusetts,Plainville,2
Massachusetts,Plymouth,4
Massachusetts,Provincetown,1
Massachusetts,Quincy,3
Massachusetts,Randolph,1
Massachusetts,Raynham,2
Massachusetts,Reading,1
Massachusetts,Revere,2
Massachusetts,Rockland,1
Massachusetts,Roslindale,2
Massachusetts,Rowley,1
Massachusetts,Roxbury,1
Massachusetts,Salem,6
Massachusetts,Salisbury,1
Massachusetts,Sandwich,2
Massachusetts,Saugus,2
Massachusetts,Scituate,1
Massachusetts,Seekonk,2
Massachusetts,Sharon,1
Massachusetts,Shrewsbury,2
Massachusetts,Somerset,1
Massachusetts,Somerville,3
Massachusetts,South Attleboro,1
Massachusetts,South Boston,1
Massachusetts,Southbridge,1
Massachusetts,South Dartmouth,1
Massachusetts,South Dennis,1
Massachusetts,South Easton,1
Massachusetts,South Weymouth,2
Massachusetts,Southwick,1
Massachusetts,South Yarmouth,2
Massachusetts,Spencer,1
Massachusetts,Springfield,6
Massachusetts,Stoneham,2
Massachusetts,Stoughton,2
Massachusetts,Sturbridge,1
Massachusetts,Sudbury,1
Massachusetts,Swampscott,1
Massachusetts,Swansea,2
Massachusetts,Taunton,4
Massachusetts,Tewksbury,2
Massachusetts,Uxbridge,1
Massachusetts,Wakefield,1
Massachusetts,Walpole,1
Massachusetts,Waltham,3
Massachusetts,Ware,1
Massachusetts,Wareham,3
Massachusetts,Watertown,4
Massachusetts,Wayland,2
Massachusetts,Webster,1
Massachusetts,Wellesley,4
Massachusetts,Westboro,1
Massachusetts,Westborough,1
Massachusetts,West Boylston,1
Massachusetts,West Bridgewater,1
Massachusetts,Westfield,2
Massachusetts,Westford,1
Massachusetts,West Newton,1
Massachusetts,Westport,1
Massachusetts,West Roxbury,2
Massachusetts,West Springfield,3
Massachusetts,Westwood,2
Massachusetts,West Yarmouth,1
Massachusetts,Weymouth,3
Massachusetts,Whitinsville,1
Massachusetts,Whitman,1
Massachusetts,Wilbraham,1
Massachusetts,Wilmington,2
Massachusetts,Winchendon,1
Massachusetts,Winchester,1
Massachusetts,Winthrop,1
Massachusetts,Woburn,3
Massachusetts,Wollaston,1
Massachusetts,Worcester,10
Massachusetts,Wrentham,1
Maryland,Aberdeen,1
Maryland,Abingdon,1
Maryland,Annapolis,5
Maryland,Arnold,1
Maryland,Ashton,1
Maryland,Baltimore,29
Maryland,Belair,1
Maryland,Bel Air,1
Maryland,Beltsville,2
Maryland,Bethesda,5
Maryland,Bowie,5
Maryland,Brandywine,1
Maryland,Bryans Road,1
Maryland,Burtonsville,1
Maryland,California,2
Maryland,Camp Springs,1
Maryland,Capital Heights,1
Maryland,Catonsville,1
Maryland,Chesapeake Beach,1
Maryland,Chester,1
Maryland,Clarksville,1
Maryland,Clinton,1
Maryland,Cockeysville,1
Maryland,College Park,3
Maryland,Colmar Manor,1
Maryland,Columbia,3
Maryland,Crofton,1
Maryland,Cumberland,1
Maryland,Damascus,1
Maryland,Derwood,1
Maryland,District Height,1
Maryland,District Heights,1
Maryland,Dunkirk,1
Maryland,Easton,2
Maryland,Edgewater,1
Maryland,Edgewood,1
Maryland,Eldersburg,1
Maryland,Elkridge,1
Maryland,Elkton,1
Maryland,Ellicott City,2
Maryland,Fallston,1
Maryland,Forest Hill,1
Maryland,Forestville,1
Maryland,Fort Washington,2
Maryland,Frederick,7
Maryland,Fulton,1
Maryland,Gaithersburg,6
Maryland,Gambrills,1
Maryland,Germantown,4
Maryland,Glenarden,1
Maryland,Glen Burnie,4
Maryland,Greenbelt,3
Maryland,Hagerstown,7
Maryland,Hampstead,1
Maryland,Hanover,1
Maryland,Havre De Grace,1
Maryland,Hillcrest Heights,1
Maryland,Hollywood,1
Maryland,Hyattsville,3
Maryland,Jessup,1
Maryland,Kensington,1
Maryland,Landover,1
Maryland,Landover Hills,1
Maryland,Langley Park,1
Maryland,La Plata,2
Maryland,Laurel,3
Maryland,La Vale,1
Maryland,Leonardtown,1
Maryland,Lexington,1
Maryland,Mechanicsville,1
Maryland,Middle River,1
Maryland,Middletown,1
Maryland,Millersville,1
Maryland,Mount Airy,1
Maryland,National Harbor,1
Maryland,New Carrollton,1
Maryland,New Market,1
Maryland,Nottingham,2
Maryland,Oakland,1
Maryland,Ocean City,3
Maryland,Odenton,1
Maryland,Olney,1
Maryland,Owings Mills,2
Maryland,Oxon Hill,3
Maryland,Palmer Park,1
Maryland,Parkville,1
Maryland,Pasadena,2
Maryland,Perry Hall,1
Maryland,Pikesville,1
Maryland,Poolesville,1
Maryland,Reisterstown,1
Maryland,Riverdale,1
Maryland,Rockville,10
Maryland,Salisbury,2
Maryland,Seabrook,1
Maryland,Seat Pleasant,2
Maryland,Severn,2
Maryland,Severna Park,1
Maryland,Silver Spring,11
Maryland,Solomons Island,1
Maryland,Taneytown,1
Maryland,Thurmont,1
Maryland,Towson,3
Maryland,Upper Marlboro,5
Maryland,Urbana,1
Maryland,Waldorf,4
Maryland,Walkersville,1
Maryland,West Hyattsville,1
Maryland,Westminster,2
Maryland,Wheaton,3
Maryland,White Plains,1
Maine,Auburn,1
Maine,Augusta,2
Maine,Bangor,1
Maine,Bath,1
Maine,Biddeford,2
Maine,Brunswick,1
Maine,Cape Elizabeth,1
Maine,Freeport,1
Maine,Kennebunk,1
Maine,Lewiston,2
Maine,North Windham,1
Maine,Portland,4
Maine,Sanford,1
Maine,South Portland,2
Maine,Topsham,1
Maine,Waterville,1
Maine,Wells,1
Maine,Westbrook,1
Michigan,Adrian,1
Michigan,Algonac,1
Michigan,Allen Park,2
Michigan,Ann Arbor,7
Michigan,Auburn Hills,1
Michigan,Battle Creek,2
Michigan,Bay City,1
Michigan,Belleville,2
Michigan,Berkley,1
Michigan,Birmingham,2
Michigan,Bloomfield Hills,3
Michigan,Bloomfield Township,1
Michigan,Brighton,3
Michigan,Brooklyn,1
Michigan,Brownstown,1
Michigan,Brownstown Township,1
Michigan,Caledonia,1
Michigan,Canton,5
Michigan,Canton Township,1
Michigan,Centerline,1
Michigan,Charlotte,1
Michigan,Chelsea,1
Michigan,Chesterfield,2
Michigan,Chesterfield Township,1
Michigan,Clarkston,1
Michigan,Clawson,2
Michigan,Clinton Township,5
Michigan,Coldwater,1
Michigan,Commerce,1
Michigan,Commerce Township,1
Michigan,Dearborn,6
Michigan,Dearborn Heights,3
Michigan,Detroit,24
Michigan,Eastpointe,2
Michigan,Farmington,1
Michigan,Farmington Hills,6
Michigan,Fenton,1
Michigan,Ferndale,2
Michigan,Flat Rock,1
Michigan,Fort Gratiot,1
Michigan,Frankenmuth,1
Michigan,Fraser,1
Michigan,Garden City,1
Michigan,Grand Rapids,6
Michigan,Grandville,1
Michigan,Grosse Ile Township,1
Michigan,Grosse Pointe,1
Michigan,Grosse Pointe Woods,1
Michigan,Hamburg,1
Michigan,Hamtramck,1
Michigan,Harper Woods,1
Michigan,Harrison Township,1
Michigan,Hazel Park,1
Michigan,Highland,1
Michigan,Highland Park,1
Michigan,Holland,2
Michigan,Holly,1
Michigan,Holt,1
Michigan,Howell,4
Michigan,Imlay City,1
Michigan,Independence,2
Michigan,Inkster,1
Michigan,Jackson,2
Michigan,Kalamazoo,2
Michigan,Kimball Township,1
Michigan,Lake Orion,1
Michigan,Lansing,5
Michigan,Lincoln Park,2
Michigan,Livonia,6
Michigan,Macomb,2
Michigan,Macomb Township,3
Michigan,Madison Heights,3
Michigan,Marine City,1
Michigan,Marquette,1
Michigan,Melvindale,1
Michigan,Menominee,1
Michigan,Midland,1
Michigan,Milan,1
Michigan,Milford,1
Michigan,Monroe,1
Michigan,Montrose,1
Michigan,Mount Pleasant,1
Michigan,Mt Clemens,1
Michigan,Muskegon,2
Michigan,New Baltimore,2
Michigan,Northville,2
Michigan,Northville Township,1
Michigan,Novi,5
Michigan,Oakland Township,1
Michigan,Oak Park,1
Michigan,Okemos,1
Michigan,Orion Township,1
Michigan,Plymouth,2
Michigan,Plymouth Township,1
Michigan,Pontiac,1
Michigan,Portage,1
Michigan,Port Huron,2
Michigan,Redford,3
Michigan,Richmond,1
Michigan,Rochester Hills,5
Michigan,Romeo,1
Michigan,Romulus,1
Michigan,Roseville,1
Michigan,Royal Oak,3
Michigan,Saginaw,1
Michigan,Saint Clair,1
Michigan,Saint Clair Shores,3
Michigan,Saline,1
Michigan,Shelby Township,8
Michigan,Southfield,7
Michigan,Southgate,3
Michigan,South Lyon,3
Michigan,St Joseph,1
Michigan,St Clair Shores,1
Michigan,Sterling Heights,6
Michigan,Sylvan Lake,1
Michigan,Taylor,4
Michigan,Tecumseh,1
Michigan,Traverse City,2
Michigan,Trenton,2
Michigan,Troy,5
Michigan,Walker,1
Michigan,Walled Lake,2
Michigan,Warren,8
Michigan,Waterford,3
Michigan,Waterford Township,1
Michigan,Wayne,2
Michigan,West Bloomfield,2
Michigan,West Bloomfield Township,1
Michigan,Westland,8
Michigan,White Lake,1
Michigan,Wixom,1
Michigan,Woodhaven,1
Michigan,Wyandotte,2
Michigan,Wyoming,4
Michigan,Ypsilanti,5
Minnesota,Aitkin,1
Minnesota,Albany,1
Minnesota,Alexandria,1
Minnesota,Andover,2
Minnesota,Anoka,1
Minnesota,Apple Valley,4
Minnesota,Baxter,1
Minnesota,Bemidji,2
Minnesota,Blaine,2
Minnesota,Bloomington,2
Minnesota,Brooklyn Center,1
Minnesota,Brooklyn Park,2
Minnesota,Buffalo,1
Minnesota,Burnsville,2
Minnesota,Cambridge,1
Minnesota,Champlin,1
Minnesota,Chanhassen,2
Minnesota,Chaska,1
Minnesota,Coon Rapids,4
Minnesota,Cottage Grove,1
Minnesota,Crystal,1
Minnesota,Delano,1
Minnesota,Detroit Lakes,1
Minnesota,Diworth,1
Minnesota,Duluth,3
Minnesota,Eagan,2
Minnesota,Eden Prairie,2
Minnesota,Edina,2
Minnesota,Farmington,1
Minnesota,Forest Lake,1
Minnesota,Fridley,2
Minnesota,Grand Rapids,1
Minnesota,Hastings,1
Minnesota,Hutchinson,1
Minnesota,Inver Grove Heights,1
Minnesota,Lakeville,3
Minnesota,Lino Lakes,1
Minnesota,Little Canada,1
Minnesota,Mankato,3
Minnesota,Maple Grove,2
Minnesota,Maplewood,1
Minnesota,Medina,1
Minnesota,Minneapolis,11
Minnesota,Minnetonka,2
Minnesota,Monticello,1
Minnesota,Moorhead,2
Minnesota,Mounds View,1
Minnesota,New Hope,2
Minnesota,Northfield,1
Minnesota,North Saint Paul,1
Minnesota,Oakdale,1
Minnesota,Otsego,1
Minnesota,Owatonna,1
Minnesota,Plymouth,3
Minnesota,Red Wing,1
Minnesota,Richfield,2
Minnesota,Robbinsdale,1
Minnesota,Rochester,2
Minnesota,Rogers,2
Minnesota,Roseville,1
Minnesota,Saint Cloud,2
Minnesota,Saint Paul,6
Minnesota,Savage,1
Minnesota,Shakopee,2
Minnesota,Shoreview,1
Minnesota,St Cloud,1
Minnesota,Stillwater,1
Minnesota,St Louis Park,2
